detection_id,score,frame_id,est_fontsize,bbox_xmin,bbox_xmax,bbox_ymin,bbox_ymax,bbox_w,bbox_h,kisolation_w,kisolation_h
0,0.9709881,464,16,931,938,115,154,7,39,14.045454545454504,39
0,0.9793559,465,16,945,952,114,153,7,39,14.052264808362338,39
0,0.97960246,466,16,945,952,114,153,7,39,14.059027777777828,39
0,0.9796753,467,16,945,952,114,153,7,39,14.065743944636665,39
0,0.93486625,470,16,972,978,115,153,6,38,14.072413793103465,38
0,0.94089437,471,16,972,978,115,153,6,38,14.079037800687274,38
0,0.93770164,472,16,972,978,116,153,6,37,14.085616438356169,37
0,0.9867385,473,16,986,993,114,153,7,39,14.092150170648438,39
0,0.9861527,474,16,986,993,114,153,7,39,14.09863945578229,39
0,0.985151,475,16,986,993,114,153,7,39,14.105084745762724,39
0,0.9860749,476,16,986,993,114,153,7,39,14.111486486486456,39
0,0.9864084,477,16,986,993,114,153,7,39,14.11784511784515,39
0,0.9866172,478,16,986,993,114,153,7,39,14.124161073825462,39
0,0.9880743,479,18,998,1006,112,154,8,42,14.137123745819395,42
0,0.98876387,480,17,998,1006,113,154,8,41,14.146666666666647,41
0,0.9882523,481,17,999,1006,113,154,7,41,14.156146179401958,41
0,0.98849726,482,17,999,1006,113,154,7,41,14.165562913907252,41
0,0.988437,483,17,999,1006,113,154,7,41,14.17491749174917,41
0,0.98814094,484,17,999,1006,113,154,7,41,14.184210526315837,41
0,0.9810196,485,17,1013,1020,114,154,7,40,14.193442622950784,40
0,0.9733405,486,17,1013,1020,114,154,7,40,14.202614379084935,40
0,0.98174417,487,16,1026,1034,115,153,8,38,14.208469055374621,38
0,0.98163855,488,16,1026,1034,115,153,8,38,14.214285714285666,38
0,0.98169976,489,16,1026,1034,115,153,8,38,14.220064724919098,38
0,0.9909847,490,16,1041,1048,115,154,7,39,14.225806451612925,39
0,0.9906862,491,16,1041,1048,115,154,7,39,14.231511254019324,39
0,0.98236704,492,16,1055,1062,115,153,7,38,14.237179487179446,38
0,0.9821057,493,16,1055,1062,115,153,7,38,14.242811501597544,38
0,0.99169904,494,17,1069,1077,114,155,8,41,14.25159235668798,41
0,0.99141157,495,17,1069,1077,114,155,8,41,14.260317460317538,41
0,0.99117726,496,17,1068,1077,114,155,9,41,14.268987341772117,41
0,0.9911169,497,17,1069,1077,114,155,8,41,14.277602523659198,41
0,0.98442,498,17,1083,1091,115,155,8,40,14.286163522012657,40
0,0.984625,499,17,1083,1091,115,155,8,40,14.294670846395093,40
0,0.98450434,500,17,1083,1091,115,155,8,40,14.303124999999909,40
0,0.98456,501,17,1083,1091,115,155,8,40,14.311526479750682,40
0,0.98466563,502,17,1083,1091,115,155,8,40,14.319875776397566,40
